,PM2.5,NO2,CO,SO2,O3,AQI
9143,81.57,32.61,1.09,13.63,37.89,218.0
9144,82.15,31.72,1.2,17.22,45.83,177.0
9145,81.93,43.85,1.1,16.95,44.89,177.0
9146,109.99,55.71,1.42,20.52,51.95,224.0
9147,133.53,45.33,1.36,24.36,52.82,302.0
9148,83.4,33.49,1.0,17.14,45.99,226.0
9149,64.2,34.53,0.89,12.75,46.6,171.0
9150,78.4,37.32,0.91,14.56,50.02,183.0
9151,85.34,34.66,0.96,15.57,54.47,202.0
9152,85.9,41.2,1.06,16.28,52.72,203.0
9153,111.26,60.75,1.52,18.5,49.55,246.0
9154,117.78,71.04,1.74,16.27,57.85,293.0
9155,95.98,41.56,1.01,16.53,57.43,238.0
9156,96.45,45.84,1.11,15.95,58.75,234.0
9157,101.59,44.76,1.17,16.59,67.56,269.0
9158,75.14,37.97,1.01,14.13,68.76,217.0
9159,96.38,48.52,1.22,16.54,64.33,217.0
9160,101.18,51.63,1.28,17.36,67.6,239.0
9161,111.82,52.51,1.44,16.58,65.46,244.0
9162,152.56,60.24,1.76,19.67,64.73,329.0
9163,100.5,44.92,1.42,19.96,54.04,271.0
9164,48.46,36.94,1.12,10.48,54.42,170.0
9165,50.27,34.29,1.09,10.5,56.29,142.0
9166,49.56,39.45,1.35,10.77,42.76,133.0
9167,93.89,45.16,1.57,12.65,60.94,205.0
9168,48.61,32.33,0.99,11.21,46.34,179.0
9169,46.21,40.94,1.3,10.07,48.2,135.0
9170,83.96,54.68,1.78,13.37,47.74,201.0
9171,97.16,59.41,2.12,15.77,47.69,233.0
9172,107.36,67.79,2.26,17.56,53.47,240.0
9173,119.75,76.17,2.51,21.02,55.85,296.0
9174,81.97,57.84,1.56,13.57,49.19,266.0
9175,73.44,40.44,1.04,13.29,51.01,216.0
9176,89.49,51.78,1.19,16.76,53.3,242.0
9177,100.01,40.56,0.91,15.55,48.98,271.0
9178,119.24,30.99,0.89,12.08,61.05,444.0
9179,62.06,31.63,0.85,16.92,60.81,302.0
9180,76.11,39.43,1.03,12.89,63.78,197.0
9181,108.64,57.07,1.28,17.01,59.45,242.0
9182,117.56,82.47,2.02,15.1,48.81,287.0
9183,142.82,78.5,2.09,17.89,65.07,329.0
9184,107.47,49.86,1.41,12.96,69.49,351.0
9185,84.13,36.11,1.14,12.38,75.5,288.0
9186,89.1,42.57,1.26,16.1,69.07,259.0
9187,79.3,46.42,1.12,11.9,60.39,221.0
9188,54.88,33.37,0.81,8.8,65.54,173.0
9189,66.74,34.14,1.02,7.65,64.55,161.0
9190,47.25,31.77,1.23,9.52,50.16,167.0
9191,49.09,30.44,1.17,9.06,59.09,146.0
9192,74.82,46.75,1.74,11.85,59.48,174.0
9193,110.48,53.69,2.05,14.61,57.57,280.0
9194,111.95,54.75,2.2,16.31,57.48,243.0
9195,61.0,27.66,1.31,6.97,61.42,252.0
9196,71.99,46.09,1.46,12.35,53.1,168.0
9197,93.45,52.15,2.41,12.02,57.78,218.0
9198,132.39,65.41,2.73,16.58,65.24,292.0
9199,144.33,74.13,3.2,17.75,67.9,330.0
9200,80.64,31.22,2.1,11.48,67.88,285.0
9201,49.22,40.3,2.05,11.3,56.2,174.0
9202,67.23,39.81,1.91,11.9,62.52,173.0
9203,78.74,41.79,1.11,9.25,54.41,194.0
9204,105.99,44.14,0.85,13.61,70.39,240.0
9205,96.96,53.88,1.07,13.97,58.67,254.0
9206,103.98,65.52,1.46,12.48,57.66,270.0
9207,83.66,45.88,1.08,12.65,55.77,231.0
9208,71.25,42.68,0.91,12.73,60.27,208.0
9209,91.16,59.07,1.17,15.56,59.41,207.0
9210,129.23,77.28,1.66,17.57,59.46,306.0
9211,114.13,57.51,1.34,17.78,53.43,303.0
9212,83.88,59.34,1.31,12.73,48.95,260.0
9213,103.02,64.88,1.47,14.9,49.85,244.0
9214,97.37,58.31,1.1,11.59,56.75,268.0
9215,117.56,54.01,1.33,15.54,59.11,276.0
9216,112.6,60.34,1.4,11.93,59.1,303.0
9217,65.76,33.21,0.95,8.58,59.9,272.0
9218,71.99,40.76,1.0,9.71,50.6,223.0
9219,79.98,30.14,0.81,8.24,58.87,196.0
9220,52.6,29.28,0.98,9.08,60.12,183.0
9221,59.52,31.51,0.84,7.79,57.87,154.0
9222,64.42,30.68,0.81,8.14,57.03,170.0
9223,61.72,27.67,0.82,7.51,48.46,160.0
9224,57.68,31.11,0.88,9.34,48.47,146.0
9225,73.77,33.8,0.96,10.1,60.18,166.0
9226,76.78,31.27,0.95,7.75,54.22,180.0
9227,52.79,27.39,0.9,6.41,41.95,153.0
9228,67.02,34.23,0.93,7.35,45.16,153.0
9229,73.22,34.85,0.9,6.94,46.66,186.0
9230,141.28,31.72,0.87,8.73,37.85,285.0
9231,261.77,25.75,0.77,6.91,27.45,453.0
9232,225.49,25.37,0.72,7.22,43.38,522.0
9233,153.28,24.61,0.7,7.31,40.15,593.0
9234,127.32,25.0,0.68,7.29,45.76,531.0
9235,84.47,22.78,0.68,6.18,44.56,384.0
9236,61.06,26.68,0.77,7.71,46.41,179.0
9237,52.76,26.52,0.68,6.5,53.39,146.0
9238,67.55,33.71,0.77,10.05,60.2,175.0
9239,76.98,34.82,0.75,9.73,66.75,221.0
9240,83.98,45.06,0.99,12.38,64.38,249.0
9241,81.33,44.23,0.96,11.68,66.18,228.0
9242,54.15,34.98,0.77,13.73,59.17,194.0
9243,46.9,34.92,0.74,12.17,39.06,168.0
9244,29.98,34.16,0.72,13.16,33.09,128.0
9245,52.48,31.0,0.84,10.43,44.04,126.0
9246,30.07,29.01,0.76,8.48,33.17,99.0
9247,37.11,30.43,0.87,9.36,31.43,90.0
9248,41.41,32.89,0.91,9.55,31.21,113.0
9249,34.18,28.46,0.78,8.53,28.09,102.0
9250,34.24,25.74,0.65,8.82,33.79,111.0
9251,44.55,37.27,0.86,10.11,39.78,122.0
9252,45.76,31.17,0.78,10.14,45.71,128.0
9253,50.41,38.05,0.95,11.14,41.14,130.0
9254,57.12,36.71,0.94,10.27,40.01,147.0
9255,61.93,34.43,0.9,10.4,53.82,155.0
9256,68.2,39.85,0.98,11.6,65.27,176.0
9257,70.48,35.14,0.93,11.0,54.8,168.0
9258,47.48,28.19,0.81,10.92,43.89,140.0
9259,39.78,31.82,0.84,11.26,34.6,111.0
9260,46.53,34.22,0.76,10.92,45.16,130.0
9261,28.44,31.94,0.88,10.69,26.96,109.0
9262,33.82,31.63,0.84,11.13,29.2,96.0
9263,37.76,28.9,0.78,10.64,28.01,92.0
9264,37.32,33.31,0.96,9.51,23.59,95.0
9265,34.26,30.73,0.87,10.2,31.96,105.0
9266,37.76,29.45,0.82,11.04,32.43,114.0
9267,35.04,27.41,0.8,11.14,31.96,106.0
9268,37.26,33.46,0.89,10.4,24.18,90.0
9269,50.21,36.48,0.97,11.2,32.23,114.0
9270,25.81,27.55,0.83,9.85,24.91,87.0
9271,32.39,28.74,0.81,10.43,26.11,80.0
9272,39.3,29.15,0.83,10.78,34.46,101.0
9273,34.7,27.58,0.81,9.99,21.39,90.0
9274,32.22,25.1,0.89,9.27,18.6,90.0
9275,21.75,23.41,0.91,9.13,19.82,68.0
9276,37.69,21.59,0.73,9.55,24.11,71.0
9277,44.03,25.02,0.74,9.37,26.19,100.0
9278,39.89,25.06,0.8,8.96,28.09,122.0
9279,50.59,28.84,0.91,9.12,27.81,135.0
9280,55.77,26.14,0.94,9.71,29.94,155.0
9281,71.5,25.2,0.86,10.22,29.3,215.0
9282,65.46,26.08,0.78,9.48,28.1,228.0
9283,69.75,28.77,0.76,9.61,29.61,215.0
9284,63.57,24.82,0.71,9.86,25.4,234.0
9285,50.64,26.59,0.9,9.4,27.42,166.0
9286,44.54,26.15,0.98,10.65,32.06,123.0
9287,36.7,25.24,1.02,9.47,31.12,108.0
9288,36.84,24.98,0.89,9.85,34.11,102.0
9289,46.24,34.82,1.11,9.66,31.83,111.0
9290,32.72,24.06,0.7,8.84,27.66,106.0
9291,25.7,23.5,0.66,9.09,23.92,92.0
9292,32.75,25.04,0.84,9.26,27.7,102.0
9293,46.85,29.49,1.09,9.86,32.47,122.0
9294,43.0,23.72,0.84,8.85,34.04,128.0
9295,36.49,29.32,1.21,10.43,31.87,109.0
9296,32.98,24.58,0.98,9.26,30.62,109.0
9297,32.11,26.17,0.88,10.05,30.9,90.0
9298,47.01,31.85,1.07,11.4,32.1,100.0
9299,61.1,32.54,1.18,10.88,39.36,138.0
9300,30.98,27.85,1.02,11.99,31.02,105.0
9301,29.75,28.18,0.9,11.43,25.33,91.0
9302,31.19,24.72,0.82,10.82,18.25,86.0
9303,23.71,24.6,0.8,10.4,19.29,89.0
9304,21.96,22.78,0.68,10.9,20.69,100.0
9305,23.96,19.92,0.6,10.31,24.77,85.0
9306,24.78,23.6,0.78,10.82,26.5,82.0
9307,29.26,25.52,0.85,10.84,21.91,81.0
9308,36.06,26.12,0.9,10.23,21.53,88.0
9309,41.26,28.28,0.95,9.97,27.06,97.0
9310,47.53,25.96,0.82,9.67,23.57,127.0
9311,45.19,28.51,1.02,10.53,19.58,132.0
9312,40.9,23.44,0.87,9.81,23.36,116.0
9313,42.06,27.63,1.06,9.96,26.15,89.0
9314,55.72,35.94,1.29,10.8,26.55,118.0
9315,39.77,30.63,1.04,9.62,20.64,108.0
9316,49.44,30.88,0.96,10.13,26.24,137.0
9317,42.11,37.91,1.1,10.75,28.23,117.0
9318,35.45,26.65,0.84,11.38,23.65,105.0
9319,29.1,23.58,0.72,10.98,26.36,86.0
9320,36.99,29.61,0.88,11.21,29.46,92.0
9321,28.33,26.0,0.78,9.77,23.21,91.0
9322,28.55,24.4,0.71,10.31,22.44,96.0
9323,27.49,23.21,0.63,11.24,23.11,108.0
9324,31.38,25.18,0.7,11.21,24.58,113.0
9325,37.48,27.72,0.8,11.74,25.86,126.0
9326,43.09,25.92,0.72,11.14,26.12,124.0
9327,55.86,29.15,0.78,11.12,35.01,135.0
9328,54.94,29.8,0.75,11.95,38.79,154.0
9329,58.63,37.36,0.89,13.43,40.04,157.0
9330,73.3,38.16,0.98,14.41,49.18,173.0
9331,46.73,26.7,0.75,12.74,30.31,155.0
9332,24.29,21.72,0.73,11.11,23.89,76.0
9333,30.71,19.88,0.67,11.59,28.89,69.0
9334,21.46,25.07,0.74,11.08,19.54,63.0
9335,21.45,25.67,0.81,10.88,22.48,63.0
9336,42.83,32.38,1.03,11.59,28.54,99.0
9337,71.44,37.42,1.5,12.78,35.24,151.0
9338,83.78,44.68,1.78,12.98,37.24,200.0
9339,92.46,46.15,1.57,13.08,41.92,229.0
9340,69.49,34.52,1.0,12.38,35.54,176.0
9341,65.78,40.86,1.13,12.7,38.52,148.0
9342,76.03,36.68,1.11,12.25,35.8,186.0
9343,63.37,42.57,1.13,13.36,36.72,160.0
9344,97.4,48.01,1.34,14.42,45.63,206.0
9345,121.12,53.69,1.62,17.27,44.88,268.0
9346,78.87,44.71,1.23,13.42,32.93,237.0
9347,81.14,44.81,1.25,14.33,42.38,189.0
9348,118.6,56.21,1.51,16.13,51.05,253.0
9349,103.26,54.24,1.59,19.67,52.46,269.0
9350,93.36,47.73,1.51,16.55,43.9,263.0
9351,70.42,37.74,1.02,14.54,37.04,219.0
9352,67.93,44.48,1.13,16.06,42.01,163.0
9353,132.93,49.89,1.41,17.91,42.0,264.0
9354,91.88,47.34,1.3,16.07,40.16,237.0
9355,115.96,55.44,1.61,17.96,44.92,253.0
9356,139.18,64.18,2.2,19.19,54.38,309.0
9357,137.29,52.81,1.93,17.13,44.29,332.0
9358,143.2,57.64,2.47,18.46,44.65,330.0
9359,137.73,54.31,1.66,18.35,51.05,300.0
9360,168.87,54.04,1.55,19.82,47.64,344.0
9361,141.15,55.77,1.52,20.59,42.61,325.0
9362,121.65,55.49,1.55,17.74,41.32,296.0
9363,119.4,63.32,1.84,19.49,44.7,274.0
9364,174.04,77.72,2.52,20.95,56.09,354.0
9365,168.82,72.23,2.35,22.51,62.29,356.0
9366,203.12,74.04,2.72,20.76,53.02,394.0
9367,206.05,77.3,3.14,19.9,52.9,396.0
9368,205.0,57.66,2.45,15.62,52.78,403.0
9369,231.83,62.22,2.67,16.66,53.2,397.0
9370,263.39,70.46,2.9,17.62,50.55,456.0
9371,225.17,68.02,2.91,18.11,47.05,422.0
9372,236.67,71.63,2.97,20.12,45.98,433.0
9373,205.44,65.98,1.99,19.65,46.13,391.0
9374,159.56,47.39,1.43,17.1,45.43,353.0
9375,97.27,34.18,1.0,15.01,51.96,238.0
9376,361.98,48.25,1.88,14.63,45.0,424.0
9377,177.88,43.78,1.29,15.37,45.01,411.0
9378,175.43,45.14,1.44,19.39,51.22,317.0
9379,420.3,64.57,2.45,26.52,38.35,452.0
9380,300.91,68.25,2.65,17.41,47.94,487.0
9381,288.86,79.5,3.01,18.01,42.55,430.0
9382,256.68,70.55,2.89,16.2,51.68,454.0
9383,271.7,71.88,2.85,17.4,53.37,437.0
9384,265.06,74.72,2.74,18.72,37.8,454.0
9385,136.2,59.36,1.68,16.02,31.95,361.0
9386,98.53,47.83,1.29,15.03,32.95,251.0
9387,138.49,42.41,1.24,14.2,40.74,302.0
9388,135.21,51.93,1.6,14.37,36.97,292.0
9389,166.43,61.82,2.0,16.29,39.51,330.0
9390,179.79,56.73,1.56,16.32,51.15,340.0
9391,224.1,63.96,2.04,16.11,46.03,367.0
9392,209.96,63.79,1.79,14.22,40.22,396.0
9393,139.02,74.93,2.09,16.89,37.22,317.0
9394,187.85,61.06,2.04,16.39,40.01,356.0
9395,107.73,46.57,1.34,15.12,37.48,296.0
9396,133.62,58.16,1.72,16.56,37.17,266.0
9397,200.69,68.3,2.43,20.11,39.8,349.0
9398,205.53,78.94,3.32,18.31,34.02,396.0
9399,193.1,69.6,2.85,15.96,34.61,363.0
9400,205.17,63.68,2.52,12.76,35.79,384.0
9401,190.36,56.74,1.96,13.69,35.79,365.0
9402,147.48,56.43,1.91,14.4,35.45,335.0
9403,164.63,67.18,2.77,16.62,39.35,329.0
9404,178.87,66.91,2.74,16.52,38.44,356.0
9405,211.57,74.17,3.17,16.28,38.12,394.0
9406,181.62,65.87,2.59,15.89,32.33,374.0
9407,218.06,71.73,3.04,16.49,40.87,385.0
9408,193.81,54.83,2.09,14.11,32.45,376.0
9409,202.83,59.06,2.2,15.47,37.6,366.0
9410,226.35,65.3,2.67,18.08,39.85,389.0
9411,264.63,66.58,2.75,16.74,42.51,431.0
9412,274.97,68.87,2.78,15.49,41.9,464.0
9413,209.63,55.1,1.95,14.64,36.34,443.0
9414,94.29,42.59,1.21,13.07,24.89,264.0
9415,113.42,45.22,1.22,12.5,27.74,248.0
9416,122.69,47.31,1.22,13.34,29.58,274.0
9417,150.28,50.86,1.42,15.76,32.7,295.0
9418,182.78,58.08,1.93,16.14,32.85,338.0
9419,204.08,61.34,1.78,17.76,37.13,370.0
9420,205.22,63.77,1.92,17.41,37.05,370.0
9421,258.1,68.97,2.64,17.68,40.5,423.0
9422,252.2,66.03,2.22,15.9,38.38,422.0
9423,326.79,78.71,2.59,18.47,44.98,468.0
9424,401.58,77.63,3.36,18.21,50.65,557.0
9425,378.68,75.26,3.36,17.86,43.25,577.0
9426,268.2,61.2,1.9,14.14,36.37,475.0
9427,241.0,65.2,1.99,15.37,39.09,405.0
9428,290.1,78.43,2.87,18.03,40.96,458.0
9429,249.23,60.59,1.66,14.8,37.38,413.0
9430,248.12,64.97,1.96,16.49,39.29,420.0
9431,336.42,76.89,2.94,19.91,42.87,484.0
9432,319.69,70.54,2.7,17.38,41.44,509.0
9433,287.34,69.46,2.54,17.77,39.58,475.0
9434,331.2,75.06,2.78,18.27,43.3,501.0
9435,355.4,66.2,2.55,15.12,39.77,537.0
9436,246.46,57.53,2.01,13.22,28.75,432.0
9437,262.53,60.35,2.23,15.59,36.33,440.0
9438,174.26,51.94,1.49,13.65,31.48,371.0
9439,181.74,52.45,1.57,15.49,27.11,331.0
9440,156.26,48.95,1.31,14.67,27.37,340.0
9441,143.66,49.49,1.3,15.09,30.9,321.0
9442,165.95,58.22,1.75,16.81,30.92,317.0
9443,278.95,76.71,2.9,20.03,35.61,401.0
9444,311.03,85.14,3.11,17.81,39.78,482.0
9445,272.45,66.11,2.36,17.83,37.53,464.0
9446,94.44,42.16,1.04,15.05,31.33,320.0
9447,134.57,52.45,1.37,17.09,29.85,248.0
9448,271.96,83.75,2.58,20.35,33.75,383.0
9449,358.91,84.74,3.13,19.63,39.76,515.0
9450,237.22,68.58,2.06,14.7,30.35,437.0
9451,262.68,77.9,2.35,18.07,34.75,411.0
9452,314.59,106.04,3.66,20.98,45.03,480.0
9453,175.49,63.04,1.83,16.82,32.77,413.0
9454,53.25,38.56,1.01,11.87,27.01,174.0
9455,135.68,48.14,1.62,14.17,26.51,186.0
9456,130.59,44.11,1.44,15.29,30.57,328.0
9457,81.2,40.03,1.01,14.62,30.01,188.0
9458,101.61,38.43,0.98,14.48,35.41,231.0
9459,136.47,45.27,1.1,15.89,33.34,275.0
9460,126.48,49.13,1.06,15.76,33.6,301.0
9461,142.0,51.47,1.24,18.56,33.83,297.0
9462,206.14,63.7,1.76,24.75,35.84,342.0
9463,204.25,65.7,1.9,20.48,37.52,397.0
9464,178.68,50.75,1.34,17.83,33.12,329.0
9465,177.32,35.89,1.24,11.55,30.88,338.0
9466,131.1,34.53,1.32,11.7,29.44,323.0
9467,144.62,52.85,1.81,14.06,33.42,301.0
9468,256.33,75.89,2.95,22.38,46.33,398.0
9469,177.25,50.55,1.64,15.59,34.4,380.0
9470,65.65,30.8,0.84,11.12,30.25,233.0
9471,72.29,39.24,0.94,12.66,30.59,136.0
9472,82.5,38.31,0.96,13.25,33.55,169.0
9473,143.31,49.26,1.36,16.41,33.03,277.0
9474,173.61,58.56,1.78,17.52,37.03,332.0
9475,208.64,66.37,2.09,19.93,43.29,357.0
9476,198.26,70.04,1.94,18.61,43.36,372.0
9477,153.73,53.15,1.42,14.53,32.61,350.0
9478,123.46,44.28,1.22,15.38,28.15,275.0
9479,112.34,33.33,1.13,12.92,26.45,288.0
9480,99.27,42.59,1.09,15.14,34.81,247.0
9481,109.11,56.12,1.18,16.78,33.69,278.0
9482,126.12,55.44,1.56,15.93,36.66,232.0
9483,102.3,51.88,1.4,17.16,23.68,305.0
9484,73.33,47.15,1.37,20.1,34.41,158.0
9485,73.9,33.95,1.07,13.94,28.45,191.0
9486,56.51,36.12,0.85,15.66,37.26,116.0
9487,89.34,46.26,1.03,18.99,38.02,169.0
9488,92.36,53.86,1.24,18.07,42.49,221.0
9489,59.97,50.31,0.95,16.88,32.19,144.0
9490,47.18,35.07,0.79,12.52,31.38,112.0
9491,96.38,45.02,1.25,16.98,35.95,198.0
9492,93.83,48.87,1.17,15.81,37.75,222.0
9493,109.6,62.05,1.36,17.96,25.07,227.0
9494,62.92,40.61,1.16,13.48,33.59,172.0
9495,105.93,40.1,1.54,14.75,38.13,217.0
9496,68.86,40.05,1.01,14.26,36.3,173.0
9497,83.45,45.3,1.25,15.16,33.71,189.0
9498,104.61,51.9,1.48,16.39,39.32,228.0
9499,92.07,51.75,1.27,17.44,37.86,220.0
9500,73.31,40.84,0.99,17.3,33.51,194.0
9501,73.98,44.17,0.96,16.36,44.11,157.0
9502,82.17,52.91,1.24,18.44,42.09,190.0
9503,57.28,37.45,0.93,13.82,37.15,149.0
9504,89.17,57.03,1.27,22.48,33.94,168.0
9505,111.2,48.81,1.36,17.54,28.81,281.0
9506,74.88,41.27,1.0,16.21,33.4,183.0
9507,68.64,40.6,0.92,15.72,43.66,143.0
9508,93.61,46.88,1.07,19.96,42.0,198.0
9509,100.32,50.33,1.19,20.36,43.21,221.0
9510,103.77,55.47,1.29,20.72,40.14,239.0
9511,89.82,54.67,1.35,21.42,40.41,234.0
9512,112.29,34.63,1.34,19.99,46.64,272.0
9513,38.43,32.19,0.74,16.06,46.73,141.0
9514,55.62,34.57,0.89,17.52,52.24,131.0
9515,53.28,34.25,0.82,19.06,42.57,126.0
9516,65.0,34.84,0.93,20.19,36.06,136.0
9517,75.82,40.8,1.04,19.26,41.35,162.0
9518,78.37,49.68,1.22,20.35,43.23,177.0
9519,116.55,60.18,1.76,24.86,48.44,245.0
9520,112.67,60.4,1.8,19.52,46.51,273.0
9521,102.27,53.75,1.51,22.39,51.49,252.0
9522,58.96,38.42,0.94,18.9,48.72,198.0
9523,59.08,38.55,0.88,20.09,54.95,153.0
9524,90.1,55.76,1.19,24.4,54.67,194.0
9525,85.02,54.91,1.32,21.6,51.06,208.0
9526,119.71,63.62,1.8,29.11,60.25,260.0
9527,125.44,64.7,1.96,28.67,57.0,284.0
9528,96.6,48.72,1.32,23.23,50.84,269.0
9529,152.91,44.64,1.49,21.35,53.16,315.0
9530,81.3,45.87,1.06,15.1,51.32,284.0
9531,87.74,53.88,1.44,22.03,57.86,240.0
9532,101.94,56.82,1.76,20.84,50.86,263.0
9533,70.25,47.54,1.21,21.51,48.59,196.0
9534,61.34,40.09,1.12,19.48,51.94,202.0
9535,55.93,37.89,1.06,20.82,45.3,175.0
9536,51.51,36.61,1.02,20.65,41.86,150.0
9537,54.84,41.92,1.28,22.2,42.3,163.0
9538,59.08,35.01,1.1,12.59,47.49,206.0
9539,22.14,26.84,0.9,11.1,45.44,102.0
9540,38.92,39.07,1.01,15.05,50.12,104.0
9541,71.62,47.56,1.24,21.22,45.45,151.0
9542,90.55,55.28,1.42,26.03,55.67,199.0
9543,95.24,58.95,1.66,22.16,50.13,225.0
9544,110.16,61.72,1.87,29.31,56.24,246.0
9545,104.17,63.45,1.92,25.76,53.24,257.0
9546,85.7,51.58,1.41,19.17,61.45,232.0
9547,86.41,39.89,1.31,17.67,65.26,251.0
9548,82.37,50.69,1.34,26.12,47.45,223.0
9549,73.06,39.8,1.05,21.85,52.16,248.0
9550,76.44,40.9,1.06,20.02,54.0,269.0
9551,84.04,52.04,1.33,23.71,50.32,256.0
9552,95.72,59.32,1.62,26.58,57.54,257.0
9553,111.57,63.15,1.61,27.67,65.95,285.0
9554,77.72,43.19,1.19,18.26,65.33,275.0
9555,52.16,49.82,1.09,17.91,64.36,202.0
9556,77.96,59.78,1.26,18.19,46.34,182.0
9557,101.25,55.16,1.51,21.93,52.97,231.0
9558,118.9,70.81,1.93,23.72,55.91,267.0
9559,128.78,69.77,1.98,22.77,40.32,310.0
9560,143.34,60.85,2.0,25.84,47.34,389.0
9561,137.2,51.13,1.52,23.46,50.71,390.0
9562,95.07,38.05,1.03,17.6,52.66,333.0
9563,101.83,42.02,1.15,21.6,62.02,266.0
9564,178.22,40.68,1.22,19.36,57.85,352.0
9565,170.81,50.88,1.51,33.5,67.84,376.0
9566,58.22,37.53,1.02,13.4,54.85,217.0
9567,84.81,57.75,1.52,20.93,41.85,194.0
9568,75.45,50.99,1.38,15.36,46.97,192.0
9569,92.53,45.67,1.31,13.26,46.42,257.0
9570,44.28,33.79,1.04,10.93,45.46,176.0
9571,81.99,45.8,1.21,17.36,59.34,168.0
9572,93.97,56.55,1.35,19.81,53.31,216.0
9573,77.78,47.58,1.21,20.15,55.06,206.0
9574,64.24,51.8,1.5,16.92,38.34,167.0
9575,92.4,52.71,1.49,21.68,55.29,228.0
9576,43.86,40.33,1.21,11.99,31.11,151.0
9577,43.66,34.52,0.99,13.09,51.47,125.0
9578,55.13,41.51,1.06,17.94,59.94,135.0
9579,64.66,53.92,1.28,18.9,53.59,163.0
9580,65.82,61.45,1.3,20.59,54.43,175.0
9581,74.8,65.84,1.45,23.61,57.99,191.0
9582,85.21,71.8,1.75,21.99,49.58,226.0
9583,88.57,56.83,1.47,19.82,58.49,266.0
9584,95.4,57.24,1.56,21.54,64.56,300.0
9585,73.36,32.22,1.07,14.15,60.84,222.0
9586,66.94,30.33,1.03,12.64,60.03,232.0
9587,54.95,36.0,1.14,13.67,65.82,212.0
9588,73.35,42.68,1.29,15.82,59.78,190.0
9589,70.61,44.85,1.13,16.15,61.04,209.0
9590,54.81,35.32,1.11,14.44,74.12,192.0
9591,69.75,51.0,1.47,13.47,63.64,184.0
9592,101.05,62.84,1.86,21.74,69.14,237.0
9593,74.48,61.53,1.63,15.19,55.95,230.0
9594,118.38,49.86,1.41,13.52,39.96,315.0
9595,59.86,30.46,0.92,11.57,62.12,280.0
9596,52.66,34.53,1.03,11.79,52.93,189.0
9597,53.79,37.07,1.07,12.89,59.31,167.0
9598,81.86,47.15,1.18,17.56,57.41,217.0
9599,42.06,20.56,0.8,9.54,46.81,205.0
9600,40.18,27.51,0.89,11.07,40.56,126.0
9601,30.39,32.32,1.03,8.0,48.99,119.0
9602,79.96,37.14,1.12,12.69,61.02,173.0
9603,42.76,31.19,0.92,9.7,68.57,175.0
9604,71.15,44.78,1.22,12.23,59.68,178.0
9605,68.27,44.12,1.11,14.97,69.18,185.0
9606,42.06,23.02,0.95,10.11,57.33,153.0
9607,26.29,25.93,0.92,10.74,37.78,118.0
9608,53.65,32.24,1.07,11.91,54.02,131.0
9609,67.36,37.39,1.16,12.87,46.26,161.0
9610,65.3,39.94,1.16,13.46,46.84,169.0
9611,61.21,38.37,1.02,14.43,38.39,207.0
9612,58.08,34.56,0.93,11.99,37.99,223.0
9613,65.24,33.03,1.04,12.82,44.4,234.0
9614,57.27,31.09,0.94,12.22,58.0,195.0
9615,71.68,28.13,0.99,12.02,64.82,202.0
9616,39.99,26.57,0.99,9.75,42.31,162.0
9617,36.82,29.23,1.11,9.75,28.2,111.0
9618,48.6,34.77,1.2,11.05,22.68,113.0
9619,34.25,29.91,1.0,10.18,33.71,99.0
9620,38.81,28.87,1.08,10.67,38.66,101.0
9621,49.12,32.85,1.15,10.64,35.11,129.0
9622,42.56,30.38,1.11,9.52,25.75,131.0
9623,69.21,31.36,1.04,10.41,28.65,150.0
9624,76.99,29.87,0.97,9.64,29.84,300.0
9625,76.35,26.97,1.05,8.96,28.38,294.0
9626,63.18,23.13,0.97,9.11,30.81,312.0
9627,63.16,25.1,0.95,9.85,32.77,243.0
9628,42.04,27.17,1.09,10.39,27.23,180.0
9629,31.51,27.54,1.05,9.64,30.05,117.0
9630,32.06,28.44,1.03,8.91,31.48,92.0
9631,32.92,37.14,1.24,8.86,30.75,98.0
9632,63.02,40.79,1.41,9.95,49.9,142.0
9633,46.43,37.1,1.15,8.6,29.1,137.0
9634,50.57,33.89,1.39,8.83,32.04,123.0
9635,60.38,33.03,1.55,8.95,34.79,124.0
9636,73.08,39.89,1.61,9.05,40.16,156.0
9637,63.26,40.29,1.41,8.83,33.1,165.0
9638,22.79,33.52,0.94,8.76,22.78,98.0
9639,30.63,31.61,0.99,8.92,27.72,94.0
9640,26.16,25.34,1.0,8.67,29.54,85.0
9641,21.13,21.89,0.89,8.43,30.62,83.0
9642,24.45,25.11,0.92,8.97,29.78,82.0
9643,30.1,26.92,0.97,9.36,27.42,90.0
9644,30.22,26.45,0.93,8.78,31.25,90.0
9645,34.26,28.4,0.94,8.79,32.51,98.0
9646,35.06,30.96,1.03,8.45,29.29,95.0
9647,38.54,31.0,1.07,9.43,27.74,104.0
9648,46.69,30.9,1.13,9.96,27.25,101.0
9649,52.2,34.64,1.24,9.37,28.66,108.0
9650,30.04,34.68,1.14,8.26,22.91,99.0
9651,32.63,31.82,1.22,9.81,29.87,104.0
9652,27.69,28.9,1.01,10.61,30.92,99.0
9653,14.59,22.08,0.86,9.3,26.17,89.0
9654,16.73,22.06,0.87,8.47,25.43,75.0
9655,25.53,25.93,0.96,8.65,26.21,83.0
9656,20.53,26.18,1.02,8.14,21.46,80.0
9657,21.68,27.12,1.1,8.37,20.73,85.0
9658,33.21,31.9,1.19,8.5,31.43,93.0
9659,28.78,25.03,1.04,8.51,23.58,93.0
