PM2.5,NO2,CO,SO2,O3,AQI
283.61,81.86,1.34,23.69,53.91,472.0
238.21,72.44,1.53,22.2,36.02,422.0
295.62,71.44,1.66,23.47,38.31,443.0
189.09,58.86,0.84,20.83,41.6,413.0
199.12,50.79,1.25,22.65,37.83,351.0
210.28,76.9,2.39,23.52,30.87,418.0
209.91,76.81,1.32,21.71,32.12,413.0
154.55,66.38,0.92,18.5,33.54,379.0
167.64,61.53,1.06,20.65,34.65,359.0
200.78,85.26,1.45,23.5,33.68,390.0
229.35,88.54,1.16,21.22,33.35,437.0
232.33,86.92,1.17,21.99,34.3,411.0
236.24,88.02,0.92,21.32,31.86,443.0
161.92,68.35,0.61,22.9,34.48,377.0
131.95,66.67,0.81,22.63,33.78,317.0
187.3,82.03,1.14,24.9,37.52,349.0
364.15,122.88,1.92,22.09,45.0,470.0
411.8,114.03,1.65,19.54,41.56,576.0
232.41,59.88,0.7,19.37,38.99,412.0
154.26,65.49,0.66,22.82,36.31,338.0
213.2,93.45,0.94,24.51,36.9,319.0
273.82,129.41,1.61,26.1,40.19,455.0
339.96,108.76,1.3,21.6,55.09,524.0
231.1,62.46,0.96,23.47,43.97,381.0
211.16,56.66,1.14,23.82,42.84,338.0
191.5,66.19,1.31,25.13,50.03,332.0
247.79,95.55,1.47,22.29,47.86,384.0
255.33,90.79,1.28,25.33,42.9,373.0
248.01,91.07,1.55,23.11,41.13,439.0
215.42,87.15,1.24,25.15,41.95,318.0
194.12,65.86,0.9,20.52,44.04,390.0
154.52,38.85,0.77,22.19,47.75,332.0
136.98,52.31,0.63,32.22,45.09,283.0
141.88,64.33,0.77,24.76,42.66,300.0
108.26,59.2,0.71,19.1,36.04,305.0
146.04,67.72,0.79,21.36,29.92,337.0
216.73,79.35,0.95,20.33,32.17,417.0
232.37,85.07,1.03,24.71,33.09,426.0
309.28,84.75,0.37,11.7,29.53,439.0
222.66,63.97,0.45,17.67,24.93,382.0
188.08,60.94,0.93,20.6,33.86,397.0
177.67,51.44,0.63,18.44,36.21,330.0
218.63,66.94,0.7,20.52,34.21,358.0
227.68,55.95,0.6,20.86,34.42,376.0
217.55,63.7,0.6,22.23,39.1,334.0
349.98,63.36,0.03,17.93,18.33,387.0
286.6,63.71,0.09,18.75,19.1,446.0
189.45,67.27,0.53,20.61,20.57,379.0
230.94,92.12,1.3,24.56,37.93,375.0
241.78,88.02,1.08,23.95,40.58,450.0
135.87,50.39,0.32,22.04,34.78,340.0
74.92,42.24,0.35,18.11,36.05,203.0
109.13,45.82,0.44,18.1,36.87,236.0
132.35,46.68,0.35,18.12,39.39,252.0
166.71,65.43,0.83,20.29,36.47,302.0
214.23,82.78,0.79,22.81,35.58,358.0
136.02,64.08,0.9,19.51,34.75,317.0
198.24,93.86,1.26,18.84,36.78,387.0
194.99,88.38,1.26,19.98,39.02,438.0
186.65,62.01,0.92,17.04,43.9,407.0
146.49,49.57,0.84,18.3,44.68,312.0
176.04,60.62,1.03,17.23,35.21,367.0
77.85,55.29,0.62,16.07,36.12,263.0
129.1,69.98,0.83,17.2,34.28,287.0
133.12,67.24,0.75,20.84,36.78,346.0
120.43,62.77,0.68,20.09,35.09,314.0
129.09,58.31,0.54,17.55,31.87,314.0
166.55,56.97,0.38,19.9,31.11,314.0
130.62,73.3,0.79,21.25,36.88,298.0
168.96,81.51,0.87,21.87,35.28,319.0
183.98,82.14,0.78,21.26,31.92,382.0
163.86,78.82,0.72,21.02,31.57,352.0
112.02,72.55,0.71,19.33,32.42,309.0
107.13,71.98,0.66,19.29,30.24,301.0
109.38,68.84,0.78,18.33,29.1,274.0
126.74,67.45,1.06,23.96,35.07,313.0
106.92,60.72,0.7,19.57,33.71,310.0
93.03,65.62,0.8,19.84,38.35,258.0
182.29,55.22,0.27,13.77,44.58,238.0
451.25,42.2,0.0,6.64,55.11,449.0
425.22,46.64,0.0,8.41,55.2,516.0
328.23,59.34,0.41,17.55,31.79,520.0
178.5,72.8,0.8,21.66,35.64,363.0
149.73,94.66,1.42,28.15,38.79,362.0
127.9,79.46,0.92,24.07,45.24,397.0
114.68,69.08,0.47,23.53,35.22,280.0
67.83,56.64,0.57,19.69,32.02,206.0
82.32,60.55,0.57,22.03,27.77,190.0
90.6,61.48,0.69,25.34,31.88,210.0
91.6,64.99,0.76,26.91,30.68,201.0
112.41,65.16,0.89,30.7,34.43,243.0
134.4,49.88,0.43,24.14,35.35,267.0
106.45,39.68,0.23,20.15,45.45,245.0
68.88,33.32,0.21,17.93,47.51,165.0
37.49,32.0,0.25,19.4,47.14,102.0
64.42,32.11,0.26,20.11,42.82,159.0
74.58,27.78,0.24,19.33,34.2,174.0
102.46,34.28,0.4,22.37,34.99,270.0
112.71,42.06,0.45,23.96,32.01,397.0
125.8,42.18,0.52,23.59,31.9,371.0
114.07,38.7,0.65,21.42,32.6,328.0
96.39,46.65,0.6,22.29,33.42,254.0
120.43,51.65,0.81,22.89,31.83,342.0
121.21,49.53,0.77,22.25,30.92,367.0
128.51,51.94,0.83,24.38,28.61,400.0
120.88,69.31,0.58,28.88,20.88,390.0
151.17,70.55,0.55,27.21,31.7,417.0
149.42,79.52,0.68,22.09,19.74,359.0
168.23,83.82,0.31,15.18,22.26,309.0
118.34,78.84,0.31,14.85,23.14,292.0
156.38,79.24,0.33,17.55,23.49,278.0
152.66,85.54,0.42,18.24,18.81,320.0
113.62,75.87,0.45,17.26,15.36,350.0
69.44,76.28,0.37,23.72,14.88,234.0
91.19,84.22,0.41,20.48,22.61,233.0
105.71,81.75,0.52,20.05,22.94,341.0
83.36,77.96,0.42,19.33,34.73,259.0
70.62,83.8,0.37,24.03,32.92,204.0
84.4,73.67,0.39,24.14,31.95,220.0
47.67,64.65,0.32,19.75,29.86,255.0
62.44,67.13,0.3,17.21,30.66,211.0
150.76,74.99,0.35,27.69,35.44,428.0
151.25,77.6,0.48,33.4,36.52,497.0
68.88,68.1,0.27,22.78,52.48,289.0
129.15,72.06,0.29,21.85,54.89,285.0
146.59,71.58,0.33,24.49,45.45,368.0
107.69,61.17,0.64,32.76,33.49,304.0
163.97,87.79,1.06,43.82,27.66,377.0
184.69,110.15,1.1,50.31,43.31,418.0
176.54,102.4,1.0,42.8,28.5,355.0
175.23,102.55,1.12,62.6,40.1,416.0
145.22,102.55,0.75,42.39,35.43,403.0
152.84,88.05,0.4,44.15,28.65,415.0
136.35,80.08,0.67,41.33,32.02,412.0
152.99,93.15,0.9,37.38,49.2,394.0
130.13,103.25,0.54,30.82,56.86,357.0
103.42,75.05,0.28,29.4,55.86,244.0
99.09,61.32,1.09,31.95,42.6,287.0
96.07,69.59,0.63,39.9,50.43,254.0
72.31,72.94,0.63,29.27,38.6,242.0
93.14,73.49,0.72,46.69,41.04,223.0
109.36,68.76,0.86,39.58,33.66,243.0
126.74,85.21,1.1,54.52,40.95,237.0
80.81,65.55,0.71,46.62,57.8,275.0
85.8,70.38,1.05,56.64,42.85,183.0
198.2,108.48,1.41,50.78,58.08,370.0
145.74,97.21,1.06,54.83,43.78,419.0
109.91,67.76,0.83,34.97,45.95,317.0
207.4,75.66,0.99,46.67,50.69,455.0
204.56,92.19,1.5,51.7,43.3,435.0
220.77,92.34,2.08,45.39,42.33,468.0
183.82,94.19,1.34,52.99,39.49,442.0
109.76,65.21,0.64,36.94,43.99,400.0
74.42,46.48,0.6,35.61,61.69,223.0
94.28,62.22,0.85,44.94,68.53,220.0
216.96,70.84,0.89,65.5,66.7,474.0
198.09,87.53,1.17,53.24,63.83,479.0
121.76,70.37,0.89,44.98,41.08,373.0
135.54,75.55,0.7,46.16,34.75,354.0
123.21,54.83,0.57,41.96,52.5,349.0
78.18,47.84,0.4,39.01,48.38,264.0
126.04,50.3,0.41,55.11,52.39,188.0
139.1,58.93,0.71,41.31,45.33,294.0
233.82,59.74,0.9,36.26,46.67,334.0
178.44,52.38,0.88,40.4,49.89,505.0
110.1,63.7,0.99,35.36,40.92,349.0
118.43,84.21,0.89,37.55,39.59,421.0
107.37,80.72,0.47,42.21,39.1,238.0
113.9,65.71,0.56,41.43,30.8,204.0
103.75,79.07,0.65,41.4,53.9,289.0
69.88,50.12,0.53,38.55,53.22,236.0
40.33,45.6,0.49,31.5,57.01,148.0
48.95,55.2,0.54,26.99,49.0,94.0
63.27,64.11,0.5,26.15,54.23,130.0
56.38,69.98,0.83,21.94,50.95,123.0
95.23,97.33,1.08,23.0,65.67,192.0
123.44,131.55,1.08,24.75,45.77,324.0
122.2,119.37,1.1,23.23,42.56,357.0
121.1,92.68,0.72,22.69,29.97,393.0
71.89,64.07,0.56,18.63,20.67,302.0
80.37,57.63,0.56,16.51,26.41,239.0
40.87,70.77,0.29,23.51,39.61,210.0
66.12,27.52,0.6,7.13,30.45,131.0
80.94,21.39,0.61,6.62,29.26,165.0
75.4,38.55,0.43,6.08,34.06,176.0
89.38,29.45,0.45,7.17,40.26,172.0
74.2,26.08,0.3,6.64,38.44,137.0
68.47,28.66,0.46,3.46,32.9,131.0
63.41,25.2,0.43,2.94,30.1,132.0
69.45,26.09,0.2,5.81,34.34,115.0
76.81,28.99,0.19,11.7,35.79,151.0
75.73,24.45,0.27,11.96,36.81,180.0
79.81,27.44,0.33,13.91,38.67,183.0
70.98,25.61,0.32,22.29,34.44,193.0
102.2,24.51,0.24,24.0,35.32,224.0
107.63,27.06,0.24,23.51,31.11,268.0
105.88,31.67,0.26,7.6,30.89,253.0
104.45,30.92,0.25,6.57,29.67,208.0
106.85,31.1,0.33,7.65,35.14,211.0
137.42,29.16,0.33,9.36,37.98,246.0
147.07,30.14,0.37,14.64,42.39,319.0
147.83,30.0,0.33,14.31,37.15,317.0
152.61,58.53,1.02,23.09,30.49,310.0
121.7,57.08,1.36,17.44,30.46,313.0
152.16,63.15,1.05,27.42,35.86,310.0
176.17,53.51,1.18,22.15,36.35,336.0
426.52,54.76,1.06,36.85,41.14,497.0
213.12,50.13,1.46,20.55,34.52,404.0
146.01,55.88,0.93,24.42,34.88,338.0
163.35,64.25,1.45,27.79,52.91,327.0
188.24,81.33,1.51,23.19,86.13,366.0
203.03,80.62,1.01,23.77,106.16,357.0
178.91,90.56,1.15,24.12,99.71,328.0
167.54,65.44,0.98,21.24,82.93,345.0
198.37,84.45,0.9,27.88,110.71,379.0
187.82,60.61,1.16,25.08,83.99,362.0
196.37,69.51,1.47,23.68,88.38,340.0
211.64,53.08,1.84,19.36,65.34,366.0
179.17,46.83,1.13,16.01,56.79,344.0
160.69,47.7,1.4,17.19,61.91,305.0
168.16,46.49,1.31,15.29,62.16,310.0
190.33,47.28,1.83,18.87,73.16,345.0
209.61,60.56,2.33,19.55,86.74,370.0
216.53,57.27,1.94,18.74,72.82,377.0
517.93,65.17,2.37,15.29,56.06,532.0
639.19,77.51,2.74,20.46,55.51,675.0
495.9,81.67,2.37,15.68,86.62,677.0
370.73,80.73,2.45,17.84,104.94,597.0
363.77,78.61,2.32,17.8,95.54,471.0
465.08,70.1,2.44,13.94,88.03,613.0
354.56,65.77,2.33,15.58,94.42,561.0
254.36,56.46,1.74,13.67,69.5,444.0
192.04,57.85,1.64,19.24,60.28,378.0
191.57,53.86,1.55,22.89,62.01,357.0
150.79,47.38,1.51,16.32,47.92,330.0
143.51,43.91,1.16,13.3,37.68,309.0
128.65,45.6,1.2,15.12,47.8,297.0
171.34,52.73,1.3,13.7,54.08,329.0
178.08,54.75,1.52,15.02,57.13,341.0
177.41,54.64,1.51,18.13,57.6,348.0
175.56,55.04,1.55,18.32,54.34,340.0
187.97,64.15,1.65,19.2,54.02,348.0
185.31,76.48,1.74,17.95,48.1,347.0
224.37,67.6,1.97,21.01,44.82,368.0
198.34,68.93,1.64,18.95,41.09,382.0
167.74,62.53,1.76,19.39,34.78,360.0
215.17,75.37,2.31,20.1,40.91,359.0
219.84,57.73,2.11,16.83,44.4,388.0
190.45,56.83,1.83,17.59,31.62,377.0
208.87,65.66,2.1,20.17,36.62,356.0
240.87,65.83,2.28,19.92,37.61,384.0
261.82,65.49,2.49,20.17,32.64,415.0
230.56,64.61,2.41,18.29,50.69,404.0
120.91,51.02,1.65,20.88,43.68,330.0
88.95,45.83,1.49,18.17,41.43,215.0
115.08,53.85,1.56,21.69,50.26,220.0
165.76,70.14,1.77,24.22,68.58,312.0
230.34,83.94,2.18,25.97,90.07,389.0
218.87,71.25,2.28,24.39,66.07,406.0
109.18,45.94,1.51,11.71,38.75,280.0
134.99,40.27,1.34,10.81,46.28,263.0
126.67,36.59,1.31,11.18,42.19,276.0
127.57,34.73,1.28,9.69,38.04,292.0
100.72,29.84,1.06,4.98,23.98,228.0
95.58,37.37,1.2,12.68,36.4,195.0
115.19,45.8,1.28,16.97,45.37,223.0
168.33,54.84,1.48,23.03,49.68,291.0
283.24,66.41,1.91,25.0,67.35,378.0
293.14,61.63,1.45,22.54,66.06,467.0
157.72,50.73,1.17,20.47,48.84,370.0
117.72,50.97,1.54,19.95,43.85,253.0
203.18,66.65,1.74,23.73,59.85,309.0
259.0,58.92,1.68,23.76,56.1,398.0
224.42,57.6,1.57,22.1,38.93,372.0
224.27,65.61,1.69,23.17,58.98,379.0
249.17,70.25,1.86,25.51,66.0,398.0
227.28,59.7,1.7,25.54,61.36,399.0
273.56,60.4,1.96,21.01,61.73,421.0
306.17,66.97,1.95,17.97,76.45,451.0
303.41,63.92,1.8,18.58,68.75,462.0
277.48,53.73,1.52,12.43,68.68,439.0
217.01,52.24,1.29,10.28,54.94,405.0
248.54,61.57,1.36,14.42,66.31,394.0
240.42,54.8,1.38,13.2,48.57,398.0
252.57,59.12,1.59,18.15,39.65,403.0
191.66,47.02,1.3,16.27,57.39,384.0
152.98,51.6,1.33,17.15,54.55,314.0
233.1,66.19,1.54,21.82,66.79,373.0
186.26,60.21,1.4,18.98,58.51,366.0
154.64,63.57,1.47,17.4,56.22,318.0
168.87,65.3,1.56,24.03,62.37,306.0
230.5,61.28,2.12,24.28,75.14,370.0
191.47,54.37,1.72,22.47,64.8,365.0
177.71,52.51,1.42,19.12,59.73,352.0
133.56,46.86,1.36,19.06,54.0,278.0
235.06,47.86,1.61,14.48,64.1,350.0
276.25,55.08,2.04,21.02,72.89,411.0
253.7,49.45,1.82,22.27,73.6,451.0
152.33,38.87,1.31,14.45,43.18,351.0
153.61,44.09,1.51,16.91,41.49,310.0
202.11,56.45,1.87,21.64,68.33,362.0
160.79,47.26,1.43,14.25,48.67,343.0
130.16,35.33,1.32,11.9,42.04,286.0
111.75,40.13,1.37,6.84,43.99,267.0
128.45,38.17,1.43,7.99,44.09,263.0
155.2,45.14,1.4,7.94,56.12,284.0
150.96,47.6,1.85,10.26,54.01,334.0
162.48,54.51,1.96,12.61,60.56,332.0
126.84,47.59,2.0,14.47,56.85,300.0
123.48,45.46,2.52,11.35,53.7,271.0
157.33,63.88,1.62,18.67,60.7,293.0
140.35,54.28,1.49,12.25,52.12,318.0
115.05,51.46,1.29,14.2,52.29,277.0
133.8,46.74,1.3,13.2,52.23,284.0
163.6,63.42,1.33,14.77,43.11,313.0
143.29,56.51,1.21,14.94,41.11,324.0
131.49,54.53,1.18,14.58,49.34,287.0
186.19,74.83,1.75,13.8,45.91,334.0
203.33,74.5,1.7,14.35,49.11,375.0
209.7,99.06,2.55,13.77,53.31,378.0
148.13,62.4,1.56,14.45,43.54,350.0
72.36,33.08,0.97,8.58,37.47,218.0
103.93,46.48,1.21,10.25,38.83,189.0
76.92,34.92,0.96,9.03,38.43,217.0
94.49,38.54,1.03,11.47,40.95,189.0
123.19,48.33,1.21,12.49,38.4,248.0
127.8,49.9,1.27,15.01,44.13,277.0
127.27,50.94,1.36,12.17,45.75,284.0
172.55,71.76,1.96,15.25,49.74,321.0
167.16,68.29,1.89,14.53,51.27,335.0
172.99,92.54,2.42,13.97,57.47,347.0
159.67,66.4,1.8,15.89,47.69,333.0
163.75,70.77,1.81,16.26,48.62,331.0
164.2,62.66,1.52,15.09,55.26,347.0
106.26,42.88,1.0,14.34,43.87,317.0
67.27,33.59,0.88,9.64,43.19,170.0
85.53,43.12,1.15,10.72,40.51,167.0
143.25,52.5,1.47,14.52,46.16,274.0
120.71,51.74,1.43,14.9,40.69,293.0
139.18,50.64,1.64,11.52,45.55,300.0
98.25,41.07,1.18,12.93,38.38,244.0
79.83,39.02,0.99,12.95,34.95,205.0
76.96,39.58,0.99,12.7,40.45,180.0
75.45,37.92,0.94,12.99,44.99,170.0
87.62,45.6,1.11,13.23,45.24,192.0
139.88,79.5,1.84,16.98,57.76,262.0
134.76,65.86,1.64,18.68,52.43,316.0
75.67,39.85,0.95,14.8,41.74,207.0
88.3,41.81,1.08,15.41,46.28,179.0
105.29,45.32,1.18,17.48,44.49,236.0
109.22,56.5,1.54,17.22,43.79,241.0
116.62,64.82,1.63,17.39,48.03,287.0
108.98,48.86,1.23,16.08,37.77,314.0
111.67,41.48,1.09,16.61,43.04,269.0
81.57,32.61,1.09,13.63,37.89,218.0
82.15,31.72,1.2,17.22,45.83,177.0
81.93,43.85,1.1,16.95,44.89,177.0
109.99,55.71,1.42,20.52,51.95,224.0
133.53,45.33,1.36,24.36,52.82,302.0
83.4,33.49,1.0,17.14,45.99,226.0
64.2,34.53,0.89,12.75,46.6,171.0
78.4,37.32,0.91,14.56,50.02,183.0
85.34,34.66,0.96,15.57,54.47,202.0
85.9,41.2,1.06,16.28,52.72,203.0
111.26,60.75,1.52,18.5,49.55,246.0
117.78,71.04,1.74,16.27,57.85,293.0
95.98,41.56,1.01,16.53,57.43,238.0
96.45,45.84,1.11,15.95,58.75,234.0
101.59,44.76,1.17,16.59,67.56,269.0
75.14,37.97,1.01,14.13,68.76,217.0
96.38,48.52,1.22,16.54,64.33,217.0
101.18,51.63,1.28,17.36,67.6,239.0
111.82,52.51,1.44,16.58,65.46,244.0
152.56,60.24,1.76,19.67,64.73,329.0
100.5,44.92,1.42,19.96,54.04,271.0
48.46,36.94,1.12,10.48,54.42,170.0
50.27,34.29,1.09,10.5,56.29,142.0
49.56,39.45,1.35,10.77,42.76,133.0
93.89,45.16,1.57,12.65,60.94,205.0
48.61,32.33,0.99,11.21,46.34,179.0
46.21,40.94,1.3,10.07,48.2,135.0
83.96,54.68,1.78,13.37,47.74,201.0
97.16,59.41,2.12,15.77,47.69,233.0
107.36,67.79,2.26,17.56,53.47,240.0
119.75,76.17,2.51,21.02,55.85,296.0
81.97,57.84,1.56,13.57,49.19,266.0
73.44,40.44,1.04,13.29,51.01,216.0
89.49,51.78,1.19,16.76,53.3,242.0
100.01,40.56,0.91,15.55,48.98,271.0
119.24,30.99,0.89,12.08,61.05,444.0
62.06,31.63,0.85,16.92,60.81,302.0
76.11,39.43,1.03,12.89,63.78,197.0
108.64,57.07,1.28,17.01,59.45,242.0
117.56,82.47,2.02,15.1,48.81,287.0
142.82,78.5,2.09,17.89,65.07,329.0
107.47,49.86,1.41,12.96,69.49,351.0
84.13,36.11,1.14,12.38,75.5,288.0
89.1,42.57,1.26,16.1,69.07,259.0
79.3,46.42,1.12,11.9,60.39,221.0
54.88,33.37,0.81,8.8,65.54,173.0
66.74,34.14,1.02,7.65,64.55,161.0
47.25,31.77,1.23,9.52,50.16,167.0
49.09,30.44,1.17,9.06,59.09,146.0
74.82,46.75,1.74,11.85,59.48,174.0
110.48,53.69,2.05,14.61,57.57,280.0
111.95,54.75,2.2,16.31,57.48,243.0
61.0,27.66,1.31,6.97,61.42,252.0
71.99,46.09,1.46,12.35,53.1,168.0
93.45,52.15,2.41,12.02,57.78,218.0
132.39,65.41,2.73,16.58,65.24,292.0
144.33,74.13,3.2,17.75,67.9,330.0
80.64,31.22,2.1,11.48,67.88,285.0
49.22,40.3,2.05,11.3,56.2,174.0
67.23,39.81,1.91,11.9,62.52,173.0
78.74,41.79,1.11,9.25,54.41,194.0
105.99,44.14,0.85,13.61,70.39,240.0
96.96,53.88,1.07,13.97,58.67,254.0
103.98,65.52,1.46,12.48,57.66,270.0
83.66,45.88,1.08,12.65,55.77,231.0
71.25,42.68,0.91,12.73,60.27,208.0
91.16,59.07,1.17,15.56,59.41,207.0
129.23,77.28,1.66,17.57,59.46,306.0
114.13,57.51,1.34,17.78,53.43,303.0
83.88,59.34,1.31,12.73,48.95,260.0
103.02,64.88,1.47,14.9,49.85,244.0
97.37,58.31,1.1,11.59,56.75,268.0
117.56,54.01,1.33,15.54,59.11,276.0
112.6,60.34,1.4,11.93,59.1,303.0
65.76,33.21,0.95,8.58,59.9,272.0
71.99,40.76,1.0,9.71,50.6,223.0
79.98,30.14,0.81,8.24,58.87,196.0
52.6,29.28,0.98,9.08,60.12,183.0
59.52,31.51,0.84,7.79,57.87,154.0
64.42,30.68,0.81,8.14,57.03,170.0
61.72,27.67,0.82,7.51,48.46,160.0
57.68,31.11,0.88,9.34,48.47,146.0
73.77,33.8,0.96,10.1,60.18,166.0
76.78,31.27,0.95,7.75,54.22,180.0
52.79,27.39,0.9,6.41,41.95,153.0
67.02,34.23,0.93,7.35,45.16,153.0
73.22,34.85,0.9,6.94,46.66,186.0
141.28,31.72,0.87,8.73,37.85,285.0
261.77,25.75,0.77,6.91,27.45,453.0
225.49,25.37,0.72,7.22,43.38,522.0
153.28,24.61,0.7,7.31,40.15,593.0
127.32,25.0,0.68,7.29,45.76,531.0
84.47,22.78,0.68,6.18,44.56,384.0
61.06,26.68,0.77,7.71,46.41,179.0
52.76,26.52,0.68,6.5,53.39,146.0
67.55,33.71,0.77,10.05,60.2,175.0
76.98,34.82,0.75,9.73,66.75,221.0
83.98,45.06,0.99,12.38,64.38,249.0
81.33,44.23,0.96,11.68,66.18,228.0
54.15,34.98,0.77,13.73,59.17,194.0
46.9,34.92,0.74,12.17,39.06,168.0
29.98,34.16,0.72,13.16,33.09,128.0
52.48,31.0,0.84,10.43,44.04,126.0
30.07,29.01,0.76,8.48,33.17,99.0
37.11,30.43,0.87,9.36,31.43,90.0
41.41,32.89,0.91,9.55,31.21,113.0
34.18,28.46,0.78,8.53,28.09,102.0
34.24,25.74,0.65,8.82,33.79,111.0
44.55,37.27,0.86,10.11,39.78,122.0
45.76,31.17,0.78,10.14,45.71,128.0
50.41,38.05,0.95,11.14,41.14,130.0
57.12,36.71,0.94,10.27,40.01,147.0
61.93,34.43,0.9,10.4,53.82,155.0
68.2,39.85,0.98,11.6,65.27,176.0
70.48,35.14,0.93,11.0,54.8,168.0
47.48,28.19,0.81,10.92,43.89,140.0
39.78,31.82,0.84,11.26,34.6,111.0
46.53,34.22,0.76,10.92,45.16,130.0
28.44,31.94,0.88,10.69,26.96,109.0
33.82,31.63,0.84,11.13,29.2,96.0
37.76,28.9,0.78,10.64,28.01,92.0
37.32,33.31,0.96,9.51,23.59,95.0
34.26,30.73,0.87,10.2,31.96,105.0
37.76,29.45,0.82,11.04,32.43,114.0
35.04,27.41,0.8,11.14,31.96,106.0
37.26,33.46,0.89,10.4,24.18,90.0
50.21,36.48,0.97,11.2,32.23,114.0
25.81,27.55,0.83,9.85,24.91,87.0
32.39,28.74,0.81,10.43,26.11,80.0
39.3,29.15,0.83,10.78,34.46,101.0
34.7,27.58,0.81,9.99,21.39,90.0
32.22,25.1,0.89,9.27,18.6,90.0
21.75,23.41,0.91,9.13,19.82,68.0
37.69,21.59,0.73,9.55,24.11,71.0
44.03,25.02,0.74,9.37,26.19,100.0
39.89,25.06,0.8,8.96,28.09,122.0
50.59,28.84,0.91,9.12,27.81,135.0
55.77,26.14,0.94,9.71,29.94,155.0
71.5,25.2,0.86,10.22,29.3,215.0
65.46,26.08,0.78,9.48,28.1,228.0
69.75,28.77,0.76,9.61,29.61,215.0
63.57,24.82,0.71,9.86,25.4,234.0
50.64,26.59,0.9,9.4,27.42,166.0
44.54,26.15,0.98,10.65,32.06,123.0
36.7,25.24,1.02,9.47,31.12,108.0
36.84,24.98,0.89,9.85,34.11,102.0
46.24,34.82,1.11,9.66,31.83,111.0
32.72,24.06,0.7,8.84,27.66,106.0
25.7,23.5,0.66,9.09,23.92,92.0
32.75,25.04,0.84,9.26,27.7,102.0
46.85,29.49,1.09,9.86,32.47,122.0
43.0,23.72,0.84,8.85,34.04,128.0
36.49,29.32,1.21,10.43,31.87,109.0
32.98,24.58,0.98,9.26,30.62,109.0
32.11,26.17,0.88,10.05,30.9,90.0
47.01,31.85,1.07,11.4,32.1,100.0
61.1,32.54,1.18,10.88,39.36,138.0
30.98,27.85,1.02,11.99,31.02,105.0
29.75,28.18,0.9,11.43,25.33,91.0
31.19,24.72,0.82,10.82,18.25,86.0
23.71,24.6,0.8,10.4,19.29,89.0
21.96,22.78,0.68,10.9,20.69,100.0
23.96,19.92,0.6,10.31,24.77,85.0
24.78,23.6,0.78,10.82,26.5,82.0
29.26,25.52,0.85,10.84,21.91,81.0
36.06,26.12,0.9,10.23,21.53,88.0
41.26,28.28,0.95,9.97,27.06,97.0
47.53,25.96,0.82,9.67,23.57,127.0
45.19,28.51,1.02,10.53,19.58,132.0
40.9,23.44,0.87,9.81,23.36,116.0
42.06,27.63,1.06,9.96,26.15,89.0
55.72,35.94,1.29,10.8,26.55,118.0
39.77,30.63,1.04,9.62,20.64,108.0
49.44,30.88,0.96,10.13,26.24,137.0
42.11,37.91,1.1,10.75,28.23,117.0
35.45,26.65,0.84,11.38,23.65,105.0
29.1,23.58,0.72,10.98,26.36,86.0
36.99,29.61,0.88,11.21,29.46,92.0
28.33,26.0,0.78,9.77,23.21,91.0
28.55,24.4,0.71,10.31,22.44,96.0
27.49,23.21,0.63,11.24,23.11,108.0
31.38,25.18,0.7,11.21,24.58,113.0
37.48,27.72,0.8,11.74,25.86,126.0
43.09,25.92,0.72,11.14,26.12,124.0
55.86,29.15,0.78,11.12,35.01,135.0
54.94,29.8,0.75,11.95,38.79,154.0
58.63,37.36,0.89,13.43,40.04,157.0
73.3,38.16,0.98,14.41,49.18,173.0
46.73,26.7,0.75,12.74,30.31,155.0
24.29,21.72,0.73,11.11,23.89,76.0
30.71,19.88,0.67,11.59,28.89,69.0
21.46,25.07,0.74,11.08,19.54,63.0
21.45,25.67,0.81,10.88,22.48,63.0
42.83,32.38,1.03,11.59,28.54,99.0
71.44,37.42,1.5,12.78,35.24,151.0
83.78,44.68,1.78,12.98,37.24,200.0
92.46,46.15,1.57,13.08,41.92,229.0
69.49,34.52,1.0,12.38,35.54,176.0
65.78,40.86,1.13,12.7,38.52,148.0
76.03,36.68,1.11,12.25,35.8,186.0
63.37,42.57,1.13,13.36,36.72,160.0
97.4,48.01,1.34,14.42,45.63,206.0
121.12,53.69,1.62,17.27,44.88,268.0
78.87,44.71,1.23,13.42,32.93,237.0
81.14,44.81,1.25,14.33,42.38,189.0
118.6,56.21,1.51,16.13,51.05,253.0
103.26,54.24,1.59,19.67,52.46,269.0
93.36,47.73,1.51,16.55,43.9,263.0
70.42,37.74,1.02,14.54,37.04,219.0
67.93,44.48,1.13,16.06,42.01,163.0
132.93,49.89,1.41,17.91,42.0,264.0
91.88,47.34,1.3,16.07,40.16,237.0
115.96,55.44,1.61,17.96,44.92,253.0
139.18,64.18,2.2,19.19,54.38,309.0
137.29,52.81,1.93,17.13,44.29,332.0
143.2,57.64,2.47,18.46,44.65,330.0
137.73,54.31,1.66,18.35,51.05,300.0
168.87,54.04,1.55,19.82,47.64,344.0
141.15,55.77,1.52,20.59,42.61,325.0
121.65,55.49,1.55,17.74,41.32,296.0
119.4,63.32,1.84,19.49,44.7,274.0
174.04,77.72,2.52,20.95,56.09,354.0
168.82,72.23,2.35,22.51,62.29,356.0
203.12,74.04,2.72,20.76,53.02,394.0
206.05,77.3,3.14,19.9,52.9,396.0
205.0,57.66,2.45,15.62,52.78,403.0
231.83,62.22,2.67,16.66,53.2,397.0
263.39,70.46,2.9,17.62,50.55,456.0
